TRINITY_DN0_c12_g1	GO:0003674,GO:0005085,GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0065007,GO:0098772
TRINITY_DN40562_c0_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN40562_c1_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN40565_c0_g1	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0020037,GO:0043167,GO:0043169,GO:0044699,GO:0044710,GO:0046872,GO:0046906,GO:0046914,GO:0055114,GO:0097159,GO:1901363
TRINITY_DN40573_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN40573_c1_g1	GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016021,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0031224,GO:0032446,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0061630,GO:0061659,GO:0070647,GO:0071704,GO:1901564
TRINITY_DN405_c23_g1	GO:0003674,GO:0003824,GO:0003854,GO:0006629,GO:0006694,GO:0008150,GO:0008152,GO:0008202,GO:0008610,GO:0009058,GO:0016229,GO:0016491,GO:0016614,GO:0016616,GO:0033764,GO:0044238,GO:0044699,GO:0044710,GO:0044711,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901576
TRINITY_DN40601_c0_g1	GO:0003674,GO:0003824,GO:0004553,GO:0005975,GO:0008150,GO:0008152,GO:0016787,GO:0016798,GO:0044238,GO:0071704
TRINITY_DN40604_c0_g1	GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0006928,GO:0007017,GO:0007018,GO:0008017,GO:0008092,GO:0008150,GO:0009987,GO:0015631,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044699,GO:0044763,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN4060_c0_g1	GO:0005575,GO:0030529,GO:0030684,GO:0032040,GO:0032991,GO:0044424,GO:0044464,GO:1990904
TRINITY_DN4063_c0_g1	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0019538,GO:0030529,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904
TRINITY_DN4064_c1_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN40650_c0_g1	GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005249,GO:0005261,GO:0005267,GO:0005488,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015672,GO:0016021,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022843,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0030955,GO:0031224,GO:0031420,GO:0043167,GO:0043169,GO:0044425,GO:0046872,GO:0046873,GO:0051179,GO:0051234
TRINITY_DN40654_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0046983
TRINITY_DN40658_c0_g2	GO:0000314,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005763,GO:0015935,GO:0030529,GO:0032991,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:1990904
TRINITY_DN4065_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN4068_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN4068_c1_g1	GO:0003674,GO:0005488,GO:0005515,GO:0006518,GO:0006575,GO:0006749,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0034641,GO:0043603,GO:0044237,GO:0071704,GO:1901564
TRINITY_DN40694_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN40699_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN40703_c0_g1	GO:0003674,GO:0003824,GO:0008080,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747
TRINITY_DN4070_c0_g1	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN4072_c0_g2	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN40731_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0007155,GO:0007156,GO:0008150,GO:0016020,GO:0022610,GO:0043167,GO:0043169,GO:0046872,GO:0098609,GO:0098742
TRINITY_DN40738_c0_g1	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005634,GO:0006325,GO:0006464,GO:0006479,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008270,GO:0008276,GO:0008757,GO:0009987,GO:0016043,GO:0016278,GO:0016279,GO:0016569,GO:0016570,GO:0016571,GO:0016740,GO:0016741,GO:0018022,GO:0018024,GO:0018193,GO:0018205,GO:0019538,GO:0032259,GO:0034968,GO:0036211,GO:0042054,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0071704,GO:0071840,GO:1901564
TRINITY_DN40739_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN4074_c0_g2	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN40819_c0_g1	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN4081_c0_g1	GO:0000166,GO:0003674,GO:0003676,GO:0003824,GO:0004812,GO:0005488,GO:0005524,GO:0006082,GO:0006139,GO:0006399,GO:0006418,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0017076,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044260,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901564
TRINITY_DN4082_c0_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0009058,GO:0016740,GO:0016772,GO:0016779
TRINITY_DN4083_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0005576,GO:0007155,GO:0007160,GO:0008150,GO:0022610,GO:0031589,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN40846_c0_g2	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN40863_c5_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN40869_c0_g1	GO:0003674,GO:0003824,GO:0016787
TRINITY_DN4086_c0_g1	GO:0003674,GO:0003824,GO:0005575,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006784,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016021,GO:0016491,GO:0016627,GO:0018130,GO:0019438,GO:0031224,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044425,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046148,GO:0046160,GO:0046483,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576
TRINITY_DN4087_c0_g1	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN40887_c0_g1	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN40887_c1_g1	GO:0003674,GO:0005488,GO:0005575,GO:0005576,GO:0006807,GO:0006810,GO:0006869,GO:0008150,GO:0008152,GO:0008270,GO:0008289,GO:0019538,GO:0042157,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044699,GO:0044765,GO:0046872,GO:0046914,GO:0051179,GO:0051234,GO:0071702,GO:0071704,GO:1901564,GO:1902578
TRINITY_DN40897_c3_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN4089_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0015074,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN4090_c1_g1	GO:0005575,GO:0016020
TRINITY_DN4091_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN4092_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN4095_c0_g1	GO:0000786,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0006325,GO:0006334,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0032991,GO:0032993,GO:0034622,GO:0034728,GO:0043933,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0044815,GO:0065003,GO:0065004,GO:0071824,GO:0071840,GO:0097159,GO:1901363
TRINITY_DN4095_c9_g1	GO:0001071,GO:0003674,GO:0003700,GO:0005488,GO:0005515,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0046983,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN4096_c0_g2	GO:0003674,GO:0003824,GO:0008168,GO:0016740,GO:0016741
TRINITY_DN4097_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0007155,GO:0007156,GO:0008150,GO:0016020,GO:0022610,GO:0043167,GO:0043169,GO:0046872,GO:0098609,GO:0098742
TRINITY_DN40999_c0_g1	GO:0008150,GO:0043087,GO:0050790,GO:0051336,GO:0065007,GO:0065009
TRINITY_DN4099_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN409_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0044877
TRINITY_DN40_c0_g1	GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN41005_c0_g1	GO:0005575,GO:0005634,GO:0008150,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051726,GO:0065007
TRINITY_DN41017_c0_g1	GO:0000166,GO:0003674,GO:0003678,GO:0003824,GO:0004386,GO:0005488,GO:0005524,GO:0006139,GO:0006259,GO:0006260,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901576
TRINITY_DN4104_c0_g1	GO:0000166,GO:0003674,GO:0005488,GO:0008150,GO:0008152,GO:0036094,GO:0044699,GO:0044710,GO:0048037,GO:0050661,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363
TRINITY_DN4106_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0007155,GO:0007156,GO:0008150,GO:0016020,GO:0022610,GO:0043167,GO:0043169,GO:0046872,GO:0098609,GO:0098742
TRINITY_DN41085_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN4112_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN4112_c1_g2	GO:0008150,GO:0010941,GO:0042981,GO:0043067,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN4113_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN41156_c0_g2	GO:0003674,GO:0003824,GO:0004112,GO:0004114,GO:0007165,GO:0008081,GO:0008150,GO:0009987,GO:0016787,GO:0016788,GO:0042578,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN4116_c1_g1	GO:0003674,GO:0003824,GO:0016787
TRINITY_DN4116_c1_g2	GO:0003674,GO:0003824,GO:0016787
TRINITY_DN41170_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576
TRINITY_DN4118_c0_g1	GO:0000118,GO:0000166,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0006325,GO:0006464,GO:0006476,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016462,GO:0016569,GO:0016570,GO:0016575,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035601,GO:0035639,GO:0036094,GO:0036211,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0070615,GO:0070823,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:0098732,GO:1901265,GO:1901363,GO:1901564,GO:1902494
TRINITY_DN411_c0_g1	GO:0003674,GO:0003824,GO:0003899,GO:0005488,GO:0005515,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0046983,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:1901360,GO:1901362,GO:1901576
TRINITY_DN41235_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0046983,GO:0097159,GO:1901363
TRINITY_DN41239_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914,GO:0097159,GO:1901363
TRINITY_DN41239_c0_g2	GO:0003674,GO:0003676,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914,GO:0097159,GO:1901363
TRINITY_DN4123_c0_g1	GO:0003674,GO:0003824,GO:0016740,GO:0016757
TRINITY_DN4123_c2_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN4124_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN41274_c0_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016209,GO:0016491,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN41279_c0_g1	GO:0003674,GO:0003824,GO:0004112,GO:0004114,GO:0007165,GO:0008081,GO:0008150,GO:0009987,GO:0016787,GO:0016788,GO:0042578,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN41288_c0_g1	GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005575,GO:0005875,GO:0006928,GO:0007017,GO:0007018,GO:0008150,GO:0008569,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030286,GO:0032991,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:1902494,GO:1990939
TRINITY_DN41288_c0_g2	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN4128_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN412_c0_g2	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0020037,GO:0043167,GO:0043169,GO:0044699,GO:0044710,GO:0046872,GO:0046906,GO:0046914,GO:0055114,GO:0097159,GO:1901363
TRINITY_DN412_c0_g3	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0020037,GO:0043167,GO:0043169,GO:0044699,GO:0044710,GO:0046872,GO:0046906,GO:0046914,GO:0055114,GO:0097159,GO:1901363
TRINITY_DN41312_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0070615,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN4134_c0_g1	GO:0005575,GO:0016021,GO:0031224,GO:0044425
TRINITY_DN4136_c1_g3	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0019538,GO:0030529,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904
TRINITY_DN41413_c0_g2	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN41424_c0_g3	GO:0003674,GO:0003676,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914,GO:0097159,GO:1901363
TRINITY_DN41425_c0_g1	GO:0001664,GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0031854,GO:0071855
TRINITY_DN4142_c0_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN41430_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN41461_c1_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN4146_c0_g2	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN41475_c0_g1	GO:0005575,GO:0006810,GO:0008150,GO:0016021,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN41479_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN41480_c0_g1	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0008150,GO:0008521,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0051179,GO:0051184,GO:0051185,GO:0051234,GO:0055085
TRINITY_DN4149_c0_g1	GO:0003674,GO:0003824,GO:0008080,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747
TRINITY_DN414_c0_g1	GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0008270,GO:0016740,GO:0019787,GO:0043167,GO:0043169,GO:0046872,GO:0046914,GO:0061630,GO:0061659
TRINITY_DN41505_c1_g2	GO:0005575,GO:0016020
TRINITY_DN41505_c1_g3	GO:0005575,GO:0016020
TRINITY_DN4150_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN41514_c0_g2	GO:0003674,GO:0005488,GO:0043167,GO:0043169,GO:0046872
